id,lan_code,sentence
953076,eng,A lot of people are interested in camping.
6337741,eng,I couldn't attend the party.
6259860,eng,Tom said he didn't think Mary would've done that.
3037427,eng,To grasp the full significance of life is the actor's duty; to interpret it his problem; and to express it his dedication.
1885551,eng,Where did you pinch them?
10237530,eng,Ziri dated a girl from Algeria.
7734262,eng,"You'll tell me if there's a problem, won't you?"
8842982,eng,In his heart he grows the plant of longing.
10209480,eng,Ziri became a butler.
8009676,eng,Mennad stated dancing when he was in middle school.
7110799,eng,I think that Tom is incorrigible.
8744280,eng,"Shouldn't you be working? ""Actually, I am working."""
9154013,eng,There's no doubt that she has talent.
239658,eng,You are going too far.
2361318,eng,I don't like guys like that.
7510249,eng,I doubt Tom really needs to do that by himself.
1498989,eng,"This dictionary has about 40,000 entries."
1858714,eng,"Jump across the ditch. ""I will if you will."""
9814863,eng,Yanni's jumping ability is admirable.
7385769,eng,He promised to do his best.
6430705,eng,It's going to be hard to find somebody to do that for you.
10779572,eng,That hasn't happened since last September.
7441210,eng,"They aren't very spontaneous, are they?"
6724336,eng,I decided that I wouldn't do that.
10272886,eng,He had a good personality and handsome too!
2517119,eng,I'm your elder sister.
8317005,eng,He's gonna cook for you.
6493957,eng,Tom and Mary said they didn't have very much money on them right now.
6512742,eng,Let's go see if Tom and Mary are at home.
327767,eng,"It's a living being, so of course it shits."
3362441,eng,You needn't have gone to all that trouble just for me.
6257039,eng,I really regret going to Boston.
9949487,eng,It makes no difference to me whether you're rich or not.
8687195,eng,Tom doesn't have a very good relationship with his family.
10225280,eng,Ziri is my favorite teacher.
9947287,eng,"You have to make a decision, and now."
4895618,eng,This is a terrible tragedy.
2288953,eng,Don't make me come back here.
9988819,eng,Efforts to bring the blaze under control using buckets soon failed.
7474014,eng,They can stay as long as they want to.
283832,eng,He was an early riser in his youth.
5894383,eng,TRAPPIST-1 is an ultra-cool dwarf star.
954434,eng,This is the first time for me to eat here.
10768665,eng,There's no way I can swim that far.
24379,eng,We have much rain in summer but on the other hand we have little rain in winter.
6456938,eng,Sami stayed put until the storm was over.
3506458,eng,Not everything Tom said was true.
7115636,eng,I work in Mandaluyong City.
6108180,eng,They were not lying.
320237,eng,The wall gave way in the earthquake.
6424429,eng,Mary told me that she's depressed.
6238800,eng,You need to be finished doing that by 2:30.
2648468,eng,No one looks busy.
9753895,eng,There were a lot of people in the pool.
6510059,eng,Tell Tom and Mary I won't go to Boston with them.
6432540,eng,It's going to be easy to find someone to do that.
1951831,eng,I can't help but feel like I've forgotten something.
434092,eng,"When Chokichi thought listlessly about this winter, and the similar winter before and the one before that, he vividly experienced the fact that as people grow older, they gradually lose their happiness."
7426759,eng,You can come over any time.
3023470,eng,Tom left for Boston yesterday.
6907444,eng,The scene would awe and terrify anyone.
9777140,eng,Yanni didn't like Skura using that drug.
18360,eng,A fool and his money are soon parted.
2471838,eng,Tom gave a bitter laugh.
10107511,eng,Algeria has a young and educated workforce.
10203276,eng,She had left the room in a flash.
10618046,eng,I hope that this doesn't happen to us again.
10784912,eng,There is a man kneeling over something on the floor.
4014353,eng,It was a genuine mistake.
8815936,eng,I had to kill Tom.
3776667,eng,You don't need to get all dressed up. It's an informal event.
6823576,eng,Tom scanned the QR code with his phone.
2372880,eng,I just realized Tom is older than Mary.
8657066,eng,"In order to find a proper solution, we need to know which constraints we face."
2144271,eng,The film I told you about has been released.
56532,eng,None of these eggs are fresh.
9868802,eng,When is Tom going to get here?
1027004,eng,Tom bought a book about cameras.
9148985,eng,"I don't need a television because if I want to see a catastrophe, I just have to look in the mirror."
2247169,eng,You have the right to consult a lawyer.
2111530,eng,Something's different.
6576043,eng,Sami was on the ground.
7440068,eng,They said they wouldn't be there.
6990499,eng,"In English, the word chat is a verb which means “to talk casually;” but in French, the word chat is the word for an animal: a cat."
9350939,eng,She was probably just in a hurry.
6651503,eng,Tom said that he was very unlikely to win.
6251314,eng,Tom isn't as rich as you think he is.
2272938,eng,Tom is an alcoholic.
2259347,eng,The maid will take it to your house.
9992295,eng,Yanni is a thief.
7376976,eng,Mary will be scolded by her father.
6067686,eng,I need toothpaste.
9463828,eng,Tom shook his head skeptically.
7587529,eng,This issue is difficult to resolve.
3725222,eng,I'm sure that would mean a lot to Tom.
9846395,eng,"My tongue is swollen, and I can't taste a thing!"
2271820,eng,I don't accept that.
3050687,eng,Stop pretending to be something you're not.
1209653,eng,There's a great difference between a theory and an idea.
3730045,eng,Tom said he was three months behind on alimony.
8563684,eng,Tom found Mary a taxi.
7537372,eng,The poison Tom put in Mary's drink wasn't enough to kill her.
273951,eng,Those are nice gloves you have on.
5075215,eng,She told my secret.
6350743,eng,Who does Tom sing with?
5636504,eng,I would have to agree with Tom.
6664718,eng,I'd like to know how long Tom plans to be in Boston.
983650,eng,This is a horse.
3752307,eng,The meeting is about to let out.
6430567,eng,Tom didn't do anything else that day.
5198243,eng,Tom now works as a dog walker.
5918976,eng,I can't write good French.
7348216,eng,Sami doesn't want to look stupid.
306384,eng,They were jumping about in excitement.
406619,eng,Which team are you a fan of?
5746197,eng,That article is rubbish.
7232059,eng,I don't think that I'll ever be able to do that by myself.
1841553,eng,We're going to another party after this one.
887382,eng,She shot him with a machine gun.
9361106,eng,"Hey, could you translate this using the word ""rage-quit""?"
7228996,eng,I don't think that Tom was drunk.
8069857,eng,Do you have your driver's license with you?
7185449,eng,I'm trying to remember the first time that I met you.
10494427,eng,The best thing about traveling is not gaining but losing. And the best thing to lose while traveling is the self.
6912241,eng,"Tom is a bit jealous, isn't he?"
10152878,eng,Tom got a credit card.
7512541,eng,I know Tom didn't know you couldn't do that.
6448101,eng,Sami knew perfectly well what happened.
26853,eng,"When it rains, the buses are late more often than not."
7409611,eng,They help anyone that asks them.
1112669,eng,"Where are you going, Mom?"
2537129,eng,Tom has already decided what kind of job he wants to look for.
67609,eng,"In America, rice can be bought for a fifth of what it costs in Japan."
3904155,eng,I play basketball with her.
7120652,eng,I ate three eggs for breakfast.
10115165,eng,"Let's eat, Grandma."
8222797,eng,Is Algeria's oil cheap to refine?
3330967,eng,You've got a rash.
3175053,eng,Tom kept me waiting all afternoon.
8567279,eng,These towels are wonderful.
9110704,eng,You're scared of death.
8369667,eng,That noise is probably going to irritate Tom.
7437761,eng,Tom and Mary said they were broke.
10674073,eng,I'll be watching television.
6510893,eng,I doubt that Tom and Mary are still sleepy.
5746271,eng,My feelings are genuine.
7472748,eng,Tom and Mary say that they'll swim.
10382937,eng,The ham is in the fridge.
2732410,eng,He caught the ball.
7584521,eng,Tom is alone in the house.
10126157,eng,How much is Algeria investing in manufacturing?
5825789,eng,I want to tell you about what happened.
7388154,eng,He has a lot on his plate.
6256239,eng,Tom bet Mary thirty dollars that John wouldn't do that.
9966558,eng,Tom felt sleepy because he'd only slept for three hours.
6069148,eng,Do you want to know why I didn't help Tom?
9749416,eng,Yanni is feeding the goats.
9141548,eng,I hope to speak Spanish fluently in two years.
7849954,eng,It was the worst pain Mary had ever experienced.
8479828,eng,He won't be shy.
7197925,eng,Sami went to hide.
6410335,eng,Mary wanted to know who was going to help her do that.
6563869,eng,Tom warned me not to do it again.
871532,eng,"I'm a foreigner and I don't know Czech very well. Please, speak slowly."
10696189,eng,Can these people be trusted?
6517239,eng,Tom and Mary expressed themselves clearly.
3736681,eng,Tom seemed a little impatient.
2299562,eng,I brought you some fruit.
7152515,eng,Tom thought Mary would like to go to Australia to see John.
8328596,eng,Algeria has no land border with Chad.
9140016,eng,We paged Tom.
244963,eng,Sharks are infamous for their bloodthirsty natures.
1094768,eng,Tom didn't have anything to worry about.
8656698,eng,How did you end up deciding on doing a thing like this?
40108,eng,Chocolate tastes sweet.
5649470,eng,I tried talking to her about how I feel.
6414013,eng,Mary said that she was very hesitant to do that.
7178846,eng,Tom said that Mary is going to go see John.
6417948,eng,Mary is going to do that when she has time.
5851289,eng,I never want to talk about this again.
8849836,eng,Yanni was actually there.
10182571,eng,That's not how it should be done.
6620879,eng,"Sir, I can stand this strain no longer; I shall go mad if it continues."
67430,eng,The oak tree remained standing after the storm.
9115015,eng,Yanni flicked the light on.
7279549,eng,Sami found this so creepy.
4302402,eng,The trouble with finding love later in life is that the person you fall in love with often comes with emotional baggage.
6856903,eng,Tom has a dark past.
8532558,eng,He asked her how her father was feeling.
5165751,eng,I didn't feel safe.
10520593,eng,"Now just listen to me, OK?"
6119720,eng,I like hot coffee.
7182961,eng,I didn't want to admit that I didn't know what to do.
6092669,eng,"They only hate foreigners, while I hate everybody."
66755,eng,Let me tell you this. No one succeeded without making an effort.
6495122,eng,Tom and Mary said they hoped that John would come to their party.
6424282,eng,"Mary can't swim very well, can she?"
7177255,eng,Tom said that Mary will probably still be in Boston next Monday.
3123532,eng,We have a lot in common.
10661262,eng,"Patrick worked for the army, but was not a soldier."
10369402,eng,The girl started shaking when she saw the puppets move. She thought they were dolls that had come alive.
8265748,eng,He didn't want to come to Algeria.
9802746,eng,I don't want us to get lost!
6426736,eng,Mary is smarter than she looks.
5838706,eng,Fadil hunted around the house to find the money.
3921185,eng,Tom is all by himself.
3821003,eng,Are you sure you saw what you think you saw?
8479820,eng,He won a trophy.
10257053,eng,Trout are caught in this river.
6310219,eng,His clothes hung baggily over his shrivelled limbs.
5584344,eng,Tom has been so good.
5134187,eng,Where can I throw these egg shells?
8607789,eng,Tom is not Trump.
7544644,eng,Tom sat behind me.
6301569,eng,Did they ever read this book?
6428205,eng,Mary looks like she's alone.
8797636,eng,"The son of a once-influential and wealthy Hong Kong family who lost their fortune in the Great Depression of the 1930s, Stanley Ho escaped to Macau during World War Two when Japanese forces captured Hong Kong."
10222942,eng,Rima let the baby cry.
7211658,eng,Tom told me that he thought Mary was anxious.
1079067,eng,New plants grow in the garden in spring.
6586756,eng,Sun streamed into the room from the window.
3724252,eng,You live next to somebody I work with.
1125587,eng,Cut the crap!
7388852,eng,She's concerned about her safety.
1490665,eng,This is the park where we said our last goodbye.
10585683,eng,About how many customers came into your shop today?
9218480,eng,I really like tulips.
7380356,eng,"Mary is moving away, isn't she?"
2763402,eng,Tom looked angry when Mary said that.
7110614,eng,I think you're cool.
1961647,eng,I thought you might like to know who's coming to our party.
1665066,eng,"I know dirty jokes, but I don't tell them."
8474814,eng,He knows better than to fight with you.
2326538,eng,I folded my shirts and put them in my suitcase.
3735862,eng,Tom wants us to think he's richer than he really is.
1513244,eng,Tom was plastered.
8015451,eng,I want to know if you remember me.
8597199,eng,The towels have kept their colors.
6409154,eng,Mary used the money Tom gave her to buy something to eat.
4426581,eng,The old professor's lectures are long-winded and ponderous.
24501,eng,Thousands of Americans have a hard time keeping the wolf from the door.
6352948,eng,Tom looked like he was done.
5285995,eng,Look! The train is there!
7394216,eng,He says he enjoys teaching French.
8860319,eng,Room service is an amenity we can live without.
7516367,eng,Tom and I both know that you did that.
72346,eng,See you a little past 7.
314677,eng,She looked her child in the face.
10211047,eng,Ziri purchased a computer.
259760,eng,I am going to see the sights of Nara.
38688,eng,Let's check why your answers differ from mine.
7439752,eng,They said they could do that today.
7984803,eng,Why were you living in Boston last year?
9749432,eng,Yanni doesn't have a large number of goats.
7383504,eng,He corrected himself.
6499104,eng,I think Tom and Mary might get in trouble if they do that.
7242190,eng,Sami took a screenshot of Layla's text message.
311125,eng,She could hardly keep from laughing when she saw the dress.
8541626,eng,I'd rather not do that with you.
1762002,eng,Where did you put her picture?
3731034,eng,Who's going to check with Tom?
6676822,eng,Tom doesn't play the guitar very well.
4828803,eng,"Once you make it to the end, it's okay for you to cry."
6416457,eng,Mary had enough money to buy what she wanted.
1181133,eng,Tom never wanted to get a divorce.
5288171,eng,Owlets are cute.
6522847,eng,Tom and Mary say they need help.
8375306,eng,Tom seemed impressed by Mary's skill.
10244465,eng,"The queen can live for several years, with an average productive life span of two to three years."
9033842,eng,Tom wasn't smoking his pipe.
6506528,eng,I didn't know that Tom and Mary were doing that.
1251244,eng,The hotel spared no expense in the design of its presidential suite.
10102067,eng,Next year come sooner!
10764599,eng,Ziri got to the trail.
3565859,eng,Is it true what they say about Tom?
4438110,eng,Mary is a fairy princess.
2642669,eng,Tom got into the car with Mary.
6526017,eng,Tom promised Mary he wouldn't say anything about what happened.
5051639,eng,We all wanted revenge.
9497770,eng,Would you say you're hardworking?
10210090,eng,Ziri became a dustman.
3819496,eng,Maybe we should do this together.
10235587,eng,Ziri kept thinking about it.
8200293,eng,I traveled to different parts of the Muslim world.
238464,eng,The comic scenes in the play were overdone.
2307563,eng,Whom did you vote for in the election?
10297030,eng,Ziri didn't date Rima. She was just a hookup.
6274498,eng,Tom is retired now.
4016319,eng,Perhaps we should find out what Tom's doing.
6266936,eng,Tom doesn't appear to be busy.
3200991,eng,"Of course, I have to tell Tom."
2366741,eng,"Now listen, children."
2646836,eng,Tom was at the hotel.
3825539,eng,Run for cover.
3599243,eng,He speaks well.
242586,eng,There is nothing interesting in the newspaper today.
3818742,eng,Call me what you want.
6223155,eng,Tom said he doesn't like doing that.
10551926,eng,She left him.
2095441,eng,Did somebody mention my name?
6497934,eng,Tom and Mary were told not to try to do that by themselves.
2638936,eng,I thought that you were going to talk about this with Tom.
3492719,eng,We need to go shopping.
2451,eng,Who are those guys?
10729025,eng,Tom and Mary were both completely exhausted.
6491805,eng,I wonder whether Tom and Mary are broke.
9611709,eng,Isn't anyone interested?
2892570,eng,What do you think they were doing?
9528289,eng,Did Tom write a letter?
291888,eng,The intention that he is watching a television is nonexistent.
10029601,eng,Today is the twelfth of August.
7214210,eng,Tom told me that he tried to win.
7389851,eng,She locked her keys in the car.
6246292,eng,I'll remember today as long as I live.
4837198,eng,Tom's eyes were glued to the screen.
8309636,eng,I wanted to meet Tom's family.
7299522,eng,Sami asked Layla to go on another date with him.
7148967,eng,Sami doesn't work here.
2721774,eng,I will move out of my parents' house.
1498630,eng,Did you know you are stronger than you think you are?
274396,eng,I built my son a new house.
7812417,eng,Tom felt like he had been punched in the gut.
303987,eng,He arrived safely.
9176678,eng,This is a jar.
7443705,eng,Tom and Mary told me that they needed our help.
7734316,eng,I wasn't sure if I wanted Tom to do that.
44394,eng,The girl is lonely.
7922954,eng,Learning any language requires some effort and free time.
7840257,eng,"My cousins still live in Kabylie, Algeria."
8023709,eng,Let's sit on that log over there.
7510736,eng,I know that Tom isn't much older than Mary is.
6491293,eng,Maybe Tom and Mary don't know they're not supposed to do that.
6700572,eng,Sami would do anything to stop that divorce.
6502956,eng,Tom and Mary don't remember what happened that night.
3912569,eng,Something made him angry.
26966,eng,The rain was dripping through a leak in the roof.
3727480,eng,It's just good manners.
9793918,eng,Yanni began to sweat.
6651488,eng,Tom said that he was willing to help us out.
3409251,eng,Tom used to be skinny.
6412670,eng,Mary says she didn't know Tom wanted to eat pizza.
6119654,eng,Mary is an anti-fascist.
3182042,eng,Tom told me I didn't have to talk to you.
6698522,eng,Tom's father isn't as old as Mary's father.
5754459,eng,Start the countdown.
6375689,eng,Sami will pay dearly for what he did.
8818050,eng,I saw Tom's car.
8375485,eng,Tom has been very nice to all Mary's friends.
687438,eng,What type of job are you looking for?
1845802,eng,Did you ever hear anything like it?
9839165,eng,I recently started smoking again.
10488591,eng,It's really a very simple matter.
260384,eng,I liked him all the better for his faults.
48234,eng,The dog went away like a shot.
1344001,eng,"Mammy, you are an exploiter!"
7033130,eng,"Do you have any special talents, powers or abilities?"
3477477,eng,Tom must've found out that I was here.
2956252,eng,Tom can't cook very well.
6003793,eng,I don't know anything about Australia.
9243163,eng,I used to know a man like you.
6647719,eng,Tom says he's too tired to study.
3171293,eng,Tom is very fast.
6177359,eng,Someone other than Sami has cashed his paycheck.
5193365,eng,I want you to know all this.
10209951,eng,Ziri is a Christian Zionist.
55978,eng,You can keep this one for yourself.
323498,eng,"Can I see your license, please?"
4529282,eng,That's really quite an accomplishment.
3152854,eng,Do you have any idea why Tom gave it to you?
1283611,eng,Don't leave evidence.
7948155,eng,Let's hang out again.
8748693,eng,He paused near Tom's chair.
6376548,eng,This product is still so new here.
1205980,eng,What is your favorite classic rock song?
10131576,eng,Tom warmed up a can of ravioli for dinner.
7401897,eng,He said that he wasn't sure.
7851561,eng,Tom acted like he was not interested.
7970066,eng,Sami and Layla have the same friends.
8973534,eng,"This film's getting too silly for me. Let's switch over, Tom."
285311,eng,"I don't know any more about him. I know him, but only to say hello to."
7735151,eng,I couldn't tell Tom what was happening.
7182373,eng,Tom said that he had nothing to talk about.
7371418,eng,Mary is a good listener.
764171,eng,How can you be sure your girlfriend isn't faking her orgasms?
20435,eng,It is not my intention to return.
10119855,eng,The fireworks yesterday were so pretty.
7515016,eng,I think that I'd be fired if I did that.
2218410,eng,You're still involved.
7173577,eng,I thought that you did that really well.
6435693,eng,Tom didn't want to talk to the police.
7905430,eng,All birds have feathers.
413589,eng,"According to research by Gunnar Samuelsson, Jesus may not have died on a cross. Instead, it's possible that he died on a pole or a tree trunk."
6360622,eng,The sky has become cloudy.
10736964,eng,Tom has just been paid.
6658335,eng,"Tom isn't married, but Mary is."
6125083,eng,Tom didn't let Mary in the house.
3096034,eng,Tom wasn't willing to cooperate.
464212,eng,This street is in Paris.
7071661,eng,Tom has more toys than Mary.
3272652,eng,She is not a fan of winter sports.
7196531,eng,Tom was surprised that anybody else was there.
291370,eng,"He said he knew the famous actress, which was a lie."
7114255,eng,I can't ignore it.
2111696,eng,I'm reformed.
3736041,eng,Children often imitate their parents.
6336859,eng,I wonder whether Tom is really broke.
5487780,eng,Tom said that he would have called you later.
6113990,eng,Why did Tom decide to do that?
7184704,eng,"In 2013, Tom was a student in Australia."
2762807,eng,I'm hungover.
57873,eng,There are many questionable points in this ledger.
4108214,eng,He lied brazenly.
6511852,eng,I think Tom and Mary are going to be fine.
3199925,eng,Tell me it's not true.
4970486,eng,Tom had flu-like symptoms.
6379460,eng,"At the start of the 20th century, children were often employed in factories."
279219,eng,I left my hat as I got off the train.
5748409,eng,I've always said that.
3436669,eng,The question is how.
6243184,eng,Tom could get up to three years in prison.
7155336,eng,Tom sold all his property in Australia.
6576890,eng,I'm lacking something.
1514263,eng,What would you say in this context?
8572722,eng,I can't tell you anything about that.
73761,eng,"Let's go to the movies, shall we? ""Yes, let's."""
6107127,eng,Layla was stripped of her innocence.
8498192,eng,Tom liked her.
3241663,eng,"Save me a seat, won't you?"
8821601,eng,I see smoke.
64488,eng,I will help you if you are in trouble.
6410366,eng,Mary told Tom that she thought John wasn't suspicious.
2011704,eng,Tom doesn't want that.
6503675,eng,I think Tom and Mary are acting a little suspicious.
8737615,eng,They have lived happily since they were married.
3312932,eng,We'd better take a look.
7932410,eng,You are a very nice person.
9869906,eng,What do you think of off-shore drilling?
8535344,eng,She's a bad influence on him.
10153863,eng,The city is very close. You can get there by bike.
9949941,eng,Yanni didn't tell Skura that.
9150033,eng,Have you seen my key?
8988741,eng,Tom probably isn't going to come tomorrow.
6221202,eng,Tom is also going to do that today.
8796615,eng,Yanni and Skura needed surgery.
6492409,eng,"The last time I spoke to Tom and Mary, they said they weren't planning to go to Boston."
2547547,eng,Tom swam in the pool.
6457954,eng,How is it you speak with such a stutter?
3730743,eng,Isn't it infuriating?
3129754,eng,Don't worry. These things happen.
5288084,eng,Human relationships are very complex.
8945933,eng,Somebody has to take over.
7246808,eng,Sami was kind of rude.
256691,eng,I kept company with him since we were students.
6807342,eng,Sami walked closer to the cash register.
8085799,eng,I wasn't in only foreigner living in Kabylie.
6107814,eng,Layla was disgusted by Sami.
2389855,eng,I pay most of my bills on the first of each month.
1122134,eng,It's your turn to do the washing up. I did it yesterday.
7127075,eng,Tom found out where Mary worked.
7993946,eng,Tom went to the supermarket to buy a cake mix.
6528726,eng,Tom has both experience and knowledge.
5737401,eng,I ask myself that every day.
1829013,eng,He didn't have anything to say to the teacher.
21888,eng,It is interesting to make friends with a foreigner.
2488864,eng,Tom isn't used to city life.
9483546,eng,This is what we were afraid would happen.
2861570,eng,"You need a towel, don't you?"
5734773,eng,There are no obvious answers.
7470579,eng,Tom and Mary swore that they'd never hit me again.
1867803,eng,Tom walked toward the entrance.
7278589,eng,Sami had a black cat.
2931759,eng,Mary wanted to write.
1027474,eng,I wish I had as much energy as Tom.
3123084,eng,It looks like Tom is asleep.
4012113,eng,When was the last time you had a vacation?
283751,eng,He came to my rescue.
2971712,eng,"The boys' room is on the right, and the girls' room is on the left."
6225641,eng,That isn't the main reason why Tom ought to do that.
6408951,eng,Mary said she doesn't think Tom wants to do that tomorrow.
6424440,eng,Mary told me that she was puzzled.
5737708,eng,"OK Tom, how many do you want?"
6226856,eng,Tom says he doesn't know where Mary is planning on doing that.
1024254,eng,Tom said he'd never leave his wife.
8816850,eng,I've been busy getting ready for the party.
51495,eng,"Excuse me, but we're in a hurry, too."
7194387,eng,Everyone except Tom knew he didn't have to stay in Australia.
5958520,eng,I refuse to give up.
2539905,eng,I don't have a lot of time for this.
699465,eng,I'm 18 years old.
4499530,eng,I met a man from Boston this afternoon.
4017209,eng,Did Tom seem upset about anything?
9728811,eng,This semester is important.
3023205,eng,What happened to Tom in Boston?
7731995,eng,Tom said he wanted to sit next to Mary.
2326741,eng,The skaters skated around the rink.
5687025,eng,"The arc of the moral universe is long, but it bends toward justice."
10785413,eng,"Oh. How was the test? Do you think you'll get the credits? ""No. There's no way. I'll be going in a suit to make a plea to the professor tomorrow."""
10465494,eng,We'll continue to work on this.
6088006,eng,Tom thought Mary was a French teacher.
321550,eng,I'm sure about his name.
2947829,eng,He's not as innocent as he seems.
9462388,eng,The castle's guards were armed with bows and arrows.
5521802,eng,"We skirted green hills, which sparkled in the first rays of sunshine."
3385892,eng,He's just angry because we're having so much fun.
7387900,eng,He gave his seat to the old woman.
846824,eng,I love you more than I love any other person.
9086279,eng,How wide must the gap be between the wall tiles?
2273678,eng,Tom was breathing heavily.
7390473,eng,He put the phone to his ear.
9371623,eng,There's no way I'm giving up my bed for him.
8970052,eng,I understand the rules of the game.
288486,eng,He will be waiting for you about two o'clock.
59260,eng,The population of this country is smaller than that of the United States.
30118,eng,"If you sit back and rest, you will feel much better."
9514830,eng,Stop panicking!
4761317,eng,Is there anything that worries you right now?
8855617,eng,Tom often doesn't get home until very late.
8419166,eng,I bought his last novel.
6942414,eng,Tom isn't the only one who thinks that's going to happen.
10261272,eng,It was stupid to take that risk in vain.
4999716,eng,I'm sorry I missed your birthday.
6658635,eng,You don't seem to be as disorganized as Tom seems to be.
7242407,eng,Sami was at a bachelor party.
8052879,eng,Mennad instantly got mad.
1979236,eng,I lived in poverty.
8382257,eng,Tom can't write or read.
253773,eng,I beat him at golf.
9373400,eng,"Tom won't say anything, even if they torture him."
3135863,eng,I had nothing to do with what happened last night.
2714042,eng,Do you speak Irish?
3727157,eng,You shouldn't get involved with this.
7794550,eng,I've suffered as much as you.
4813034,eng,Why don't you follow your diet?
10628412,eng,This idiot can't even speak his own language!
10013804,eng,This virus is a problem all over the world.
4787530,eng,Are we starting?
6887134,eng,Is Tom good at playing golf?
7505265,eng,I know Tom didn't know that I'd never done that before.
4537436,eng,I think you know exactly what I'm talking about.
246628,eng,This is the last time I'll ask you to do anything for me.
64046,eng,I met your father once.
4665772,eng,I've never had a steady job.
7303508,eng,Sami didn't come.
8947112,eng,Tom won't need to wait here.
7378920,eng,Mary leaned forward in her chair.
3955446,eng,"The surface temperature on the side of Mercury closest to the Sun reaches 427 degrees Celsius, a temperature hot enough to melt tin. On the side facing away from the Sun, or the night side, the temperature drops to -183 degrees Celsius."
39141,eng,Television viewers see only what the camera shows.
4625841,eng,It is bad to count all the things that you gave.
3818661,eng,Throw down your weapons.
2358976,eng,I have an aunt and uncle in Boston.
1142214,eng,Every man in the kingdom fell under the spell of her look.
6451365,eng,Sami prayed five times a day.
10155868,eng,Tom's explanation wasn't really clear.
4867946,eng,It's dangerous to study.
6490453,eng,Tom and Mary said they weren't planning to go swimming tomorrow.
6225935,eng,That wasn't the main reason why Tom needed to do that.
3734664,eng,My real name is Tom.
248975,eng,We walked along the river.
9774631,eng,Yanni wants to keep up the life that he lives.
8529261,eng,"He's kind of standoffish, isn't he?"
3906349,eng,I never got to talk to her.
263743,eng,An accident often comes of carelessness.
5333552,eng,Starting to speak and making mistakes is a lot better than to keep silent in resignation.
7177292,eng,Tom said that Mary wasn't planning on doing that by herself.
3484759,eng,He's reading a novel right now.
7377458,eng,"Mary is still too young, isn't she?"
5729876,eng,Tom began to work before sunrise.
6767407,eng,I'm going to graduate next spring.
4663198,eng,Tom will never be able to keep this a secret.
318286,eng,I have forgotten to bring something to write with.
8324796,eng,There is a centipede in the kitchen.
5916795,eng,Tom isn't much taller than me.
303099,eng,"He was ill, so he lay in bed all day long."
9819850,eng,What's the most unusual pet you've ever seen?
8032761,eng,Mennad needs to do something that would entertain his mind.
3636731,eng,My mother hates watching the television.
3201643,eng,That's why I told you about this.
4877603,eng,Dan checked the weather forecast before taking off.
8562592,eng,"In the 1990s, Algeria had countless security checkpoints."
305604,eng,They stopped their game and stared at me.
1652286,eng,You've got a cute friend.
2946845,eng,None of these words is written correctly.
4006788,eng,Welcome to Tatoeba.
6647005,eng,Tom told me he thought Mary had been hurt.
6422351,eng,Mary said that she'd be here by 2:30.
10158152,eng,Yanni was captivated by Rima's beauty.
434206,eng,"An envelope and a stamp, please."
8015570,eng,I want you both to go to Australia with me.
260739,eng,I threatened to reveal his secret.
8597947,eng,Try to stay positive.
5298846,eng,I was forced to sell my car.
6855642,eng,I want to know everything there is to know about you.
238766,eng,What's the reading on the blood pressure monitor?
10026266,eng,Yanni read Skrua's resume.
57510,eng,This box is three times as big as that one.
6842766,eng,Tom doesn't like walking.
3820214,eng,Nobody will force you to do that.
8050228,eng,Mennad didn't want to hurt people.
7194482,eng,Didn't you know Tom lived in Australia when he was a kid?
7522281,eng,I know Tom is about the same age as I am.
3753088,eng,"She kissed the crow, and hugged him almost to death with joy."
6423996,eng,Mary said she thinks you're stupid.
9774002,eng,Yanni is living in Algiers under an assumed name.
8860322,eng,Tom mumbled something.
9238107,eng,"I love that, too."
6270711,eng,Tom advised Mary to drink more milk.
2396005,eng,"Don't sell yourself short, Tom."
1879864,eng,This is not my first time.
9736542,eng,My cat doesn't like it when I speak French.
1164394,eng,Tom needs reading glasses.
7409014,eng,They wouldn't let me help them.
8096437,eng,We don't want her.
3060456,eng,"Ha ha, I just dreamt that I won five million RMB."
6656708,eng,"Tom wasn't homesick, but Mary was."
10287191,eng,One of my friends says she would like to meet you.
6502506,eng,"Tom and Mary work eight hours a day, five days a week."
3203894,eng,I guess we shouldn't have told Tom that.
301035,eng,He estimated the loss at five million yen.
8560092,eng,Bouteflika was forced to step down in 2019.
8083932,eng,The most important tags for corpus maintainers are those that request a particular operation.
6503298,eng,I didn't know that Tom and Mary were able to do that.
6559347,eng,Sami forgot to pack the raincoats.
2026548,eng,I didn't want Tom to think I was stupid.
3123604,eng,"If you don't like this, I'll get you something else."
6329858,eng,This bag cost six quid.
6659807,eng,Tom seldom eats fruit.
8341326,eng,My life would've been easier if I'd never left Boston.
3735410,eng,Tom will never give up.
852166,eng,I am very glad to hear that you speak Scottish Gaelic.
10709794,eng,I've never loved anyone but you.
1097266,eng,The film crew is on their fifth take because the actress keeps flubbing her lines.
10697764,eng,You're the only person that I feel really cares.
8580392,eng,Algiers develops its very own charm at night.
3204195,eng,Where did you tell Tom you went to school?
275240,eng,Is physical education a required course?
8568645,eng,We arrived in Algiers.
5850904,eng,Mary was wearing a fur coat.
3403295,eng,Tom was thirsty and asked for some water.
9773031,eng,I hate this guy.
6427222,eng,Mary knows that she can't win.
3222405,eng,Do you love your children?
2490649,eng,Where are the plants?
7492945,eng,My bedroom isn't as clean as yours.
7902710,eng,Tom sat by the fire.
6593201,eng,Sami wanted to do Layla harm.
3729744,eng,It'll come in handy.
